停止 (teishi)	 stoppage; coming to a stop; halt; standstill​; ceasing (movement, activity, etc.); suspension (of operations); interruption (e.g. of electricity supply); cutting off​
的確 (tekikaku)	 precise; accurate; appropriate; exactly the right​
適性 (tekisei)	 aptitude; aptness; suitability​
手元 (temoto)	 at hand; on hand; nearby; close at hand​; way of moving one’s arms; skill​; money at hand; pocket money​
店長 (tenchou)	 shop manager​
展示 (tenji)	 exhibition; display​
転換 (tenkan)	 conversion; diversion; changeover; commutation; switchover​
点検 (tenken)	 inspection; examination; checking​
転勤 (tenkin)	 job transfer; job relocation; intra-company transfer​
転校 (tenkou)	 changing schools​
天候不順 (tenkoufujun)	 unseasonable weather; fickle weather; bad weather​
転校生 (tenkousei)	 transfer student; student changing schools​
添付 (tenpu)	 attaching (documents, etc.); appending; affixing​
手作業 (tesagyou)	 manual labor; manual procedures​
訂正 (teisei)	 correction; revision; amendment​
転職 (tenshoku)	 change of occupation; career change​
天才 (tenzai)	 genius; prodigy; natural gift​
手数料 (tesuuryou)	 handling charge; commission​
手続き (tetsuzuki)	 procedure; process; proceedings; formalities​
飛び散る (tobichiru)	 to fly around; to scatter​
飛び回る (tobimawaru)	 to fly about; to skip about; to bustle about​
乏しい (toboshii)	 meagre; meager; scarce; limited; destitute; hard up; lacking; scanty; poor​
問い合わせ (toiawase)	 enquiry; inquiry; query; interrogation
問い合わせる (toiawaseru)	 to enquire; to inquire; to seek information​
閉じこもる (tojikomoru)	 to seclude oneself; to shut oneself away​
問いかける (toikakeru)	 to ask a question​; to begin to ask a question​
溶かす (tokasu)	 to dissolve​; to melt
特効薬 (tokkouyaku)	 specific medicine; wonder drug; silver bullet
特色 (tokushoku)	 characteristic; feature; idiosyncrasy; personal color​
特殊 (tokushu)	 special; particular; peculiar; unique
特集 (tokushuu)	 feature (e.g. newspaper); special edition; report​
特定 (tokutei)	 specific; particular; designated; special​; specifying; designating; identifying; pinpointing​
得点 (tokuten)	 scoring; score; points made; marks obtained; goals; runs
共働き (tomobataraki)	 (husband and wife) both working; dual income​
伴う (tomonau)	 to accompany; to go hand in hand with; to be consequent upon; to be accompanied by; to bring with; to take with; to be involved in​
遠回り (toomawari)	 detour; roundabout way​
取扱 (toriatsukai)	 treatment; service; handling; management​
取り入れる (toriireru)	 to harvest; to reap​; to take in; to gather in​; to adopt (e.g. idea); to accept (e.g. advice); to introduce
取り組み (torikumi)	 bout (in sports, etc.); match; effort; initiative; dealing with; grappling with; wrestling with​
取り込む (torikomu)	 to take in; to bring in; to adopt (e.g. behaviour); to introduce; to win over; to please; to curry favour with; to flatter​
取り消し (torikeshi)	 cancellation; withdrawal; abolition; revocation; cancel
取り組む (torikumu)	 to grapple with; to wrestle with; to engage in a bout; to be matched against​; to tackle (e.g. a problem); to come to grips with; to work hard on​
取り除く (torinozoku)	 to remove; to deinstall; to take away; to set apart​
取り付く (toritsuku)	 to cling to; to hold on to; to hold fast to​; to set about doing; to begin; to commence; to undertake​
取り寄せる (toriyoseru)	 to order; to send away for; to have (something) sent to one​
都心 (toshin)	 city centre (center) (esp. capital city); urban centre; heart of city a metropolis​
年取る (toshitoru)	 to grow old; to age​
年上 (toshiue)	 older; senior​
整える (totonoeru)
整う (totonou)	 to be ready; to be prepared; to be arranged​; to be in order; to be put in order; to be well-ordered; to be well-proportioned; to be harmonious​; to be adjusted; to be regulated; to be refined (e.g. of a face)​
取っ手 (totte)	 handle; grip; knob​
逃亡 (toubou)	 escape; flight; running away; elopement; fleeing​
当分 (toubun)	 for the present; for the time being​
逃避 (touhi)	 escape; evasion; flight​
統一 (touitsu)	 unity; consolidation; uniformity; unification; compatible​
登場 (toujou)	 entry (on stage); appearance (on screen)​; entrance; introduction (into a market)​
統計 (toukei)	 statistics
陶器 (touki)	 porcelain (esp. soft-paste porcelain); china; chinaware; earthenware; pottery; ceramics; crockery​
登校 (toukou)	 attendance (at school); going to school​
透明 (toumei)	 transparent; clear​
登録 (touroku)	 registration; accession; register; entry; record​
討論 (touron)	 debate; discussion​
到達 (toutatsu)	 reaching; attaining; arrival​
到底 (toutei)	 by no means; not at all; (cannot) possibly; utterly; absolutely​
取り上げる (toriageru)	 to pick up​; to adopt (e.g. a proposal); to accept; to take up (a topic, complaint, etc.); to listen to; to deal with; to feature​
取り掛かる (torikakaru)	 to begin; to set about; to start​
取り戻す (torimodosu)	 to take back; to regain; to get back; to recover​
登山家 (tozanka)	 mountain climber; mountaineer​
潰す (tsubusu)	 to smash; to crush; to flatten​; to kill (time); to while away (the time)​
呟く (tsubuyaku)	 to mutter; to murmur; to grumble
追加 (tsuika)	 addition; supplement; appending; appendix​
追求 (tsuikyuu)	 pursuit (of a goal, ideal, etc.); search; chase; seeking after​
追及 (tsuikyuu)	 investigation (e.g. into someone’s guilt); questioning; pressing; hounding; pinning down​; catching up; overtaking​
使い分ける (tsukaiwakeru)	 to use properly; to use (different things) for different purposes​
付け加え (tsukekuwae)	 addition (to something)​
付け加える (tsukekuwaeru)	 to add (one thing to another); to add (a few more words, an explanation, etc.)​
作り上げる (tsukuriageru)	 to build up; to complete; to construct; to create; to invent; to cook up​
つまずく	 to stumble; to trip; to fail
積み重なる (tsumikasanaru)	 to pile up; to stack up; to accumulate​
積み重ねる (tsumikasaneru)	 to pile up; to accumulate​
積む (tsumu)	 to pile up; to stack​; to load (car, ship, etc.); to pack​; to acquire; to accumulate​
繋がる (tsunagaru)	 to be tied together; to be connected to; to be linked to​; to lead to; to be related to
努める (tsutomeru)	 to endeavor (endeavour); to try; to strive; to make an effort; to exert oneself; to be diligent; to be committed (to doing something)​
通知 (tsuuchi)	 notice; notification; report; posting​
通常 (tsuujou)	 usual; ordinary; normal; regular; general; common​
通路 (tsuuro)	 passage; pathway; roadway; avenue; aisle​
通信販売 (tsuushinhanbai)	 mail order; mail-order sales; shop-by-mail service; on-line shopping service (with delivery by mail)​
通用 (tsuuyou)	 popular use; circulation​; to pass as; to pass for​
強火 (tsuyobi)	 high flame (cooking); high heat; strong heat​
強気 (tsuyoki)	 confident; assured; self-assured; firm; strong; cocksure
強める (tsuyomeru)	 to strengthen; to emphasize; to emphasise​
強み (tsuyomi)	 forte; strong point​
打ち明ける (uchiakeru)	 to confide; to reveal; to disclose; to lay bare; to speak frankly; to open (one’s heart)​
打ち合わせ (uchiawase)	 advance arrangements; preparatory meeting; briefing session​
内側 (uchigawa)	 inside; interior; inner part
打ち消す (uchikesu)	 to deny; to contradict​; to negate (esp. a sound); to drown out​
宇宙人 (uchuujin)	 space alien; alien; extraterrestrial being​
動き (ugoki)	 movement; move; motion​; trend; development; change; fluctuation​
浮かぶ (ukabu)	 to float; to be suspended​; to rise to surface​; to come to mind; to have inspiration​
受け入れる (ukeireru)	 to accept; to receive; to agree​
受け答え (ukekotae)	 reply; response; answer​
埋め込む (umekomu)	 to bury; to embed; to implant​
有無 (umu)	 existence or nonexistence; presence or absence​; consent or refusal; yes or no​
運が良い (un ga yoi)	 lucky
促す (unagasu)	 to urge; to encourage; to press; to prompt; to draw (attention to)​; to stimulate (e.g. growth); to hasten (e.g. development); to quicken; to accelerate; to promote​
うなずく	 to nod; to bow one’s head in assent; to agree​
運賃 (unchin)	 (passenger) fare​; freight rates; shipping expenses​
運営 (un’ei)	 management; administration; operation​
運送 (unsou)	 transport; freight; shipping​
占う (uranau)	 to tell someone’s fortune; to forecast; to predict; to divine​
売れ行き (ureyuki)	 sales; demand​
売り上げ (uriage)	 amount sold; sales; proceeds; takings; turnover​
売り切れ (urikire)	 sold-out​
うろうろ	 restlessly; aimlessly; without purpose
薄暗い (usugurai)	 dim; gloomy​
薄れる (usureru)	 to fade; to become dim​
雨天 (uten)	 rainy weather​
うとうと	 falling into a doze; dozing off; nodding off​
うつむく	 to hang one’s head; to look down; to cast one’s eyes downward​
移し替える (utsushikaeru)	 to shift something to; to move something into; to transfer; to transplant; to transpose; to exchange; to displace
映る (utsuru)	 to be reflected; to harmonize with (harmonise); to come out (photo); to be projected; to be displayed (on a screen)​
器 (utsuwa)	 bowl; vessel; container​; ability; capacity; calibre; caliber​
上回る (uwamawaru)	 to exceed (esp. figures	 profits, unemployment rate, etc.); to surpass; to be more than; to be better than
和風 (wafuu)	 Japanese style​
わがまま	 selfish; egoist; self-indulgent; wilful; willful​
分かれる (wakareru)	 to separate; to split; to divide​; to disperse; to scatter​
若々しい (wakawakashii)	 youthful; young; young-looking​
湧く (waku)	 to well (up); to gush forth (of water); to spring out; to surge​; to appear (esp. suddenly) (sweat, tears, etc.)​
枠組み (wakugumi)	 frame; framework; outline​
割り込む (warikomu)	 to cut into (a line, conversation, etc.); to force oneself into (e.g. a crowd); to wedge oneself into; to squeeze oneself into; to intrude on; to interrupt​
脇道 (wakimichi)	 side road; byroad
悪者 (warumono)	 bad fellow; rascal; ruffian; scoundrel​
和食 (washoku)	 Japanese food; Japanese-style meal; Japanese cuisine
忘れ去る (wasuresaru)	 to forget completely; to leave behind​
破れる (yabureru)	 to get torn; to tear; to rip; to break; to wear out​; to collapse; to fall into ruin​
敗れる (yabureru)	 to be defeated; to be beaten; to be unsuccessful; to lose​
喧しい (yakamashii)	 noisy; loud; clamorous; boisterous​; much talked of; much-discussed; vexed​
夜勤 (yakin)	 night shift​
薬品 (yakuhin)	 medicine; chemicals​
役目 (yakume)	 duty; role; function
約束事 (yakusokugoto)	 promise; vow; engagement​; convention; rule; resolution​
やむを得ない (yamu o enai)	 cannot be helped; unavoidable​
やり甲斐 (yarigai)	 being worth doing
養う (yashinau)	 to support; to maintain; to provide for​; to bring up; to raise; to rear; to feed​; to cultivate (a habit, a quality, etc.); to develop; to build up; to foster​
安値 (yasune)	 low price​
屋台 (yatai)	 cart (esp. a food cart); stall; stand
野党 (yatou)	 opposition party; political opposition; opposition​
呼びかける (yobikakeru)	 to call out to; to hail; to address​; to appeal​
呼び止める (yobitomeru)	 to challenge; to call somebody to halt​
予感 (yokan)	 presentiment; premonition; hunch​
欲求 (yokkyuu)	 desire; want; will; wish; urge; craving​
欲張り (yokubari)	 greed; avarice; covetousness; greedy person​
欲張る (yokubaru)	 to covet; to lust for​
読み込む (yomikomu)	 to read thoroughly; to read repeatedly​; to read (extra meaning) into (something)​
読み手 (yomite)	 reader (person)​
読み取る (yomitoru)	 to read and understand; to take in​; to sense from external cues; to read (someone’s) mind​
よっぽど	 very; greatly; much; to a large extent; quite
寄り道 (yorimichi)	 dropping in on the way; stopping off at; making a side trip​; going the long way round; making a detour​
夜型 (yorugata)	 nocturnal (person)​
夜遅く (yoruosoku)	 late at night; at a late hour​
予選 (yosen)	 preliminary contest; qualifying round; trial; heat; primary​
寄せる (yoseru)	 to come near; to let someone approach​; to bring near; to bring together; to collect; to gather​; to press; to push; to force​
予定表 (yoteihyou)	 schedule; program; programme; itinerary​
幼稚 (youchi)	 infancy; childish; infantile; immature; primitive​
幼稚園 (youchien)	 kindergarten
用具 (yougu)	 tool; implement; instrument; equipment​
用品 (youhin)	 articles; supplies; parts​
要因 (youin)	 main cause; primary factor​
要件 (youken)	 important matter​; requirement; requisite; necessary condition; sine qua non​
用件 (youken)	 business; thing to be done; something that should be performed; information that should be conveyed​
容量 (youryou)	 capacity; volume​
養成 (yousei)	 training; education; development; cultivation​
容姿 (youshi)	 (physical) appearance (of a person); one’s face and figure​
要旨 (youshi)	 point; essentials; gist; summary; fundamentals​
様式 (youshiki)	 style; form; pattern​
要所 (yousho)	 important point; important position​
要するに (you suru ni)
用途 (youto)	 use; service; purpose​
弱気 (yowaki)	 timid; weak-kneed; fainthearted​
弱まる (yowamaru)	 to abate; to weaken; to be emaciated; to be dejected; to be perplexed​
弱々しい (yowayowashii)	 frail; slender; feminine​
夜空 (yozora)	 night sky​
指差す (yubisasu)	 to point at
油断 (yudan)	 negligence; carelessness; inattention; unpreparedness​
行方 (yukue)	 (one’s) whereabouts​
緩やか (yuruyaka)	 loose; slack​; gentle (slope, curve); slow (speed)​
ゆったり	 comfortable; easy; calm; relaxed​; loose; spacious​
有害 (yuugai)	 harmful; hazardous
有限 (yuugen)	 finite; limited​
夕日 (yuuhi)	 evening sun; setting sun
有意義 (yuuigi)	 significant; useful; meaningful; worthwhile; valuable; of interest​
有人 (yuujin)	 manned; occupied; piloted
有給 (yuukyuu)	 salaried; with pay
有力 (yuuryoku)	 influential; prominent​; strong; likely; plausible; potent
有力者 (yuuryokusha)	 influential person; man of importance​
優良 (yuuryou)	 superior; excellent; fine​
優先 (yuusen)	 preference; priority; precedence​
郵送 (yuusou)	 mailing; posting​
憂鬱 (yuuutsu)	 depression; melancholy; dejection; gloom; despondency​
在学 (zaigaku)	 attending (school, college, etc.); being enrolled; being a student​
在籍 (zaiseki)	 being enrolled (at a school); being registered; being a member (of a team, organization, etc.)​
材質 (zaishitsu)	 material; material properties; quality of material​
残業代 (zangyoudai)	 overtime pay; overtime money; overtime payment​
雑草 (zassou)	 weed
雑談 (zatsudan)	 chatting; idle talk​
ざわざわ	 noisily (e.g. from many people talking); creating a commotion​; rustling (leaves)​; feeling a chill; getting the chills​
税関 (zeikan)	 customs; customs house​
税込 (zeikomi)	 tax included (e.g. price); before tax (e.g. salary)
全額 (zengaku)	 total; full amount; sum​
前半 (zenhan)	 first half​
全面 (zenmen)	 whole surface; entire​
全般 (zenpan)	 (the) whole; entirety; wholly; as a whole; generally; universally​
前回 (zenkai)	 previous time; last time; previous installment; previous instalment; previous session​
全面的 (zenmenteki)	 total; complete; all-out; general; extensive; full-scale​
全力 (zenryoku)	 all one’s power (strength, energy, efforts); one’s utmost​
前提 (zentei)	 condition; assumption; prerequisite; hypothesis​
沿い (zoi)	 (suffix) along
続行 (zokkou)	 continuation; continuance; going on; resuming​
続出 (zokushutsu)	 appearing one after another; cropping up one after another; occurring in succession​
属する (zokusuru)	 to belong to; to come under; to be affiliated with; to be subject to​
続々 (zokuzoku)	 successively; one after another​
存分 (zonbun)	 to one’s heart’s content; as much as one wants​
増大 (zoudai)	 enlargement; increase​
増減 (zougen)	 increase and decrease; fluctuation​
図表 (zuhyou)	 chart; diagram; graph; figure​
漬け (zuke)	 (suffix) pickled in (something); preserved in; dipped in​
頭脳 (zunou)	 head; brains​
滑らす (zurasu)	 to shift; to slide (e.g. something away from something else); to move (e.g. something out of the way)​; to put off; to delay; to postpone; to stagger (e.g. working hours)​
図々しい (zuuzuushii)	 impudent; shameless; brazen; forward; audacious; cheeky​
